seqnames,start,end,width,strand,refGenome,reads,patient,sampleName,GTSP,timePoint,timePointDays,timePointMonths,dataSource,posid,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,cellType
chr19,12190139,12190363,225,+,hg38,5,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19+12190139,FALSE,ZNF136,+,FALSE,TRUE,257,ZNF442,159230,-,LYL1,908887,-,WHOLE BLOOD
chr19,12279261,12279578,318,-,hg38,20,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-12279578,TRUE,ZNF44,-,FALSE,TRUE,-0,ZNF442,69791,-,LYL1,819448,-,WHOLE BLOOD
chr19,12323912,12324219,308,-,hg38,77,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-12324219,TRUE,ZNF563,-,FALSE,TRUE,-0,ZNF442,25150,-,LYL1,774807,-,WHOLE BLOOD
chr7,12326772,12326971,200,-,hg38,125,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr7-12326971,FALSE,VWDE,-,FALSE,TRUE,3912,ETV1,1564256,-,None.found,Inf,None.found,WHOLE BLOOD
chr7,12395107,12395490,384,+,hg38,24,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr7+12395107,TRUE,VWDE,-,FALSE,FALSE,0,ETV1,1496120,-,None.found,Inf,None.found,WHOLE BLOOD
chr19,12457992,12458046,55,-,hg38,26,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-12458046,FALSE,ZNF709,-,FALSE,TRUE,3136,ZNF442,-92384,-,LYL1,640980,-,WHOLE BLOOD
chr18,12496137,12496642,506,+,hg38,7,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr18+12496137,TRUE,SPIRE1,-,FALSE,FALSE,-0,MPPE1,-587339,-,BCL2,50627207,-,WHOLE BLOOD
chr19,12630991,12631494,504,-,hg38,3,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-12631494,FALSE,ZNF791,+,FALSE,FALSE,1631,JUNB,-160000,+,LYL1,467532,-,WHOLE BLOOD
chr9,12828196,12828254,59,+,hg38,119,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr9+12828196,FALSE,LURAP1L,+,FALSE,TRUE,5135,NFIB,1253645,-,JAK2,7700012,+,WHOLE BLOOD
chr18,12863215,12863374,160,+,hg38,4,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr18+12863215,TRUE,PTPN2,-,FALSE,FALSE,0,MPPE1,-954417,-,BCL2,50260129,-,WHOLE BLOOD
chr19,12877161,12877373,213,+,hg38,3,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19+12877161,TRUE,DNASE2,-,FALSE,FALSE,-0,RAD23A,-68651,+,LYL1,221865,-,WHOLE BLOOD
chr19,13047438,13047631,194,+,hg38,71,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19+13047438,TRUE,NFIX,+,FALSE,TRUE,-0,NFIX,-0,+,LYL1,51588,-,WHOLE BLOOD
chrY,13385371,13385662,292,+,hg38,5,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chrY+13385371,TRUE,UTY,-,FALSE,FALSE,0,P2RY8,-11848226,-,None.found,Inf,None.found,WHOLE BLOOD
chr4,13476692,13476783,92,+,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr4+13476692,TRUE,RAB28,-,FALSE,FALSE,0,S100P,6779521,+,RAP1GDS1,-84784682,+,WHOLE BLOOD
chr6,13663435,13663494,60,-,hg38,4,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr6-13663494,TRUE,RANBP9,-,FALSE,TRUE,-0,HIVEP1,1498494,+,BRD2,-19305164,+,WHOLE BLOOD
chr17,14103247,14103384,138,-,hg38,157,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr17-14103384,TRUE,COX10,+,FALSE,FALSE,0,ELAC2,-1085319,-,None.found,Inf,None.found,WHOLE BLOOD
chr16,14212169,14212554,386,+,hg38,14,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16+14212169,TRUE,MKL2,+,FALSE,TRUE,-0,ERCC4,259820,+,None.found,Inf,None.found,WHOLE BLOOD
chr8,14319206,14319342,137,-,hg38,145,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr8-14319342,TRUE,SGCZ,-,FALSE,TRUE,-0,DLC1,-714725,-,MYC,-113416090,+,WHOLE BLOOD
chr8,14359244,14359426,183,-,hg38,81,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr8-14359426,TRUE,SGCZ,-,FALSE,TRUE,-0,DLC1,-754809,-,MYC,-113376006,+,WHOLE BLOOD
chr8,14431562,14431819,258,-,hg38,119,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr8-14431819,TRUE,SGCZ,-,FALSE,TRUE,-0,DLC1,-827202,-,MYC,-113303613,+,WHOLE BLOOD
chr19,14456458,14456509,52,+,hg38,237,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19+14456458,TRUE,PKN1,+,FALSE,TRUE,-0,ADGRE5,47732,+,LYL1,-1353297,-,WHOLE BLOOD
chr5,14460383,14460586,204,-,hg38,155,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr5-14460586,TRUE,TRIO,+,FALSE,FALSE,-0,TRIO,-0,+,TLX3,-156848696,+,WHOLE BLOOD
chr7,14482078,14482319,242,-,hg38,52,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr7-14482319,TRUE,DGKB,-,FALSE,TRUE,-0,ETV1,-490893,-,None.found,Inf,None.found,WHOLE BLOOD
chr16,14546350,14546493,144,+,hg38,66,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16+14546350,TRUE,PARN,-,FALSE,FALSE,0,ERCC4,594001,+,None.found,Inf,None.found,WHOLE BLOOD
chr8,14655851,14656006,156,+,hg38,36,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr8+14655851,TRUE,SGCZ,-,FALSE,FALSE,-0,DLC1,-1051234,-,MYC,-113079581,+,WHOLE BLOOD
chr19,14772312,14772610,299,-,hg38,19,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-14772610,TRUE,ADGRE2,-,FALSE,TRUE,0,SYDE1,-334752,+,LYL1,-1669449,-,WHOLE BLOOD
chr19,14837936,14838097,162,-,hg38,2,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-14838097,FALSE,OR7A10,-,FALSE,TRUE,2849,SYDE1,-269265,+,LYL1,-1734936,-,WHOLE BLOOD
chr21,14989102,14989452,351,-,hg38,18,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr21-14989452,TRUE,NRIP1,-,FALSE,TRUE,-0,NRIP1,-0,-,OLIG2,-18036454,+,WHOLE BLOOD
chr16,14991052,14991191,140,-,hg38,31,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16-14991191,TRUE,PDXDC1,+,FALSE,FALSE,0,MYH11,711942,-,None.found,Inf,None.found,WHOLE BLOOD
chr4,15067172,15067451,280,+,hg38,62,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr4+15067172,TRUE,"CPEB2,LOC101929095","+,-",TRUE,FALSE,-0,S100P,8370001,+,RAP1GDS1,-83194202,+,WHOLE BLOOD
chr2,15208894,15209413,520,+,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr2+15208894,TRUE,NBAS,-,FALSE,FALSE,-0,DDX1,-382725,+,BCL11A,45242271,-,WHOLE BLOOD
chr19,15302217,15302345,129,-,hg38,10,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-15302345,TRUE,BRD4,-,FALSE,TRUE,0,BRD4,0,-,LYL1,-2199184,-,WHOLE BLOOD
chr19,15321956,15322103,148,-,hg38,26,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-15322103,TRUE,BRD4,-,FALSE,TRUE,0,BRD4,0,-,LYL1,-2218942,-,WHOLE BLOOD
chr19,15336261,15336464,204,-,hg38,115,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-15336464,FALSE,BRD4,-,FALSE,TRUE,-3920,BRD4,-3920,-,LYL1,-2233303,-,WHOLE BLOOD
chr19,15406762,15406832,71,+,hg38,265,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19+15406762,TRUE,AKAP8L,-,FALSE,FALSE,0,BRD4,-74218,-,LYL1,-2303601,-,WHOLE BLOOD
chr19,15411375,15411487,113,-,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-15411487,TRUE,AKAP8L,-,FALSE,TRUE,0,BRD4,-78943,-,LYL1,-2308326,-,WHOLE BLOOD
chr9,15443184,15443397,214,-,hg38,37,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr9-15443397,TRUE,SNAPC3,+,FALSE,FALSE,-0,SNAPC3,-0,+,JAK2,10315213,+,WHOLE BLOOD
chr9,15623831,15623956,126,-,hg38,119,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr9-15623956,TRUE,CCDC171,+,FALSE,FALSE,0,PSIP1,-112936,-,JAK2,10495772,+,WHOLE BLOOD
chr10,15777785,15778110,326,-,hg38,35,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr10-15778110,FALSE,MINDY3,-,FALSE,TRUE,57,CUBN,1045854,-,MLLT10,-5755237,+,WHOLE BLOOD
chr1,15877118,15877585,468,-,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr1-15877585,TRUE,SPEN,+,FALSE,FALSE,0,EPHA2,246750,-,LCK,-16373652,+,WHOLE BLOOD
chr1,15888569,15888616,48,+,hg38,159,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr1+15888569,TRUE,SPEN,+,FALSE,TRUE,0,EPHA2,235766,-,LCK,-16362668,+,WHOLE BLOOD
chr12,15889782,15889845,64,+,hg38,159,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr12+15889782,TRUE,STRAP,+,FALSE,TRUE,0,EPS8,-100205,-,ETV6,3994379,+,WHOLE BLOOD
chr19,16137567,16137683,117,+,hg38,101,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19+16137567,TRUE,HSH2D,+,FALSE,TRUE,0,RAB8A,3931,+,JUND,2142125,-,WHOLE BLOOD
chr19,16148337,16148630,294,-,hg38,37,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-16148630,TRUE,HSH2D,+,FALSE,FALSE,-0,RAB8A,14994,+,JUND,2131062,-,WHOLE BLOOD
chr17,16209264,16209705,442,-,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr17-16209705,TRUE,NCOR1,-,FALSE,TRUE,0,NCOR1,0,-,None.found,Inf,None.found,WHOLE BLOOD
chr17,16209413,16209705,293,-,hg38,13,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr17-16209705,TRUE,NCOR1,-,FALSE,TRUE,0,NCOR1,0,-,None.found,Inf,None.found,WHOLE BLOOD
chr19,16222287,16222462,176,-,hg38,55,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-16222462,TRUE,AP1M1,+,FALSE,FALSE,-0,RAB8A,88826,+,JUND,2057230,-,WHOLE BLOOD
chr19,16222301,16222462,162,-,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-16222462,TRUE,AP1M1,+,FALSE,FALSE,-0,RAB8A,88826,+,JUND,2057230,-,WHOLE BLOOD
chr1,16290355,16290679,325,+,hg38,27,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr1+16290355,TRUE,FBXO42,-,FALSE,FALSE,-0,EPHA2,-134245,-,LCK,-15960882,+,WHOLE BLOOD
chr21,16519027,16519316,290,+,hg38,22,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr21+16519027,TRUE,MIR99AHG,+,FALSE,TRUE,-0,MIR125B2,-71208,+,OLIG2,-16506879,+,WHOLE BLOOD
chr16,16932882,16933043,162,-,hg38,75,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16-16933043,FALSE,XYLT1,-,FALSE,TRUE,169279,ABCC1,789968,+,None.found,Inf,None.found,WHOLE BLOOD
chr2,17083276,17083312,37,-,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr2-17083312,FALSE,FAM49A,-,FALSE,TRUE,-417445,FAM49A,-417445,-,BCL11A,43367853,-,WHOLE BLOOD
chr16,17443459,17443570,112,+,hg38,36,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16+17443459,TRUE,XYLT1,-,FALSE,FALSE,0,ABCC1,1300384,+,None.found,Inf,None.found,WHOLE BLOOD
chr10,17664680,17664802,123,+,hg38,11,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr10+17664680,TRUE,STAM,+,FALSE,TRUE,0,MRC1,-144661,+,MLLT10,-3868667,+,WHOLE BLOOD
chr6,17984231,17984454,224,+,hg38,87,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr6+17984231,TRUE,KIF13A,-,FALSE,FALSE,0,DEK,239936,-,BRD2,-14984427,+,WHOLE BLOOD
chr8,17985692,17986025,334,+,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr8+17985692,TRUE,PCM1,+,FALSE,TRUE,-0,PCM1,-0,+,MYC,-109749740,+,WHOLE BLOOD
chr17,18048172,18048271,100,-,hg38,171,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr17-18048271,TRUE,GID4,+,FALSE,FALSE,0,FLII,196542,-,None.found,Inf,None.found,WHOLE BLOOD
chr14,18249219,18249603,385,+,hg38,2,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr14+18249219,FALSE,OR11H12,+,FALSE,TRUE,-351896,CCNB1IP1,2062147,-,TCL1A,77460746,-,WHOLE BLOOD
chr16,18899368,18899763,396,-,hg38,4,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16-18899763,TRUE,SMG1,-,FALSE,TRUE,0,ABCC1,2756688,+,None.found,Inf,None.found,WHOLE BLOOD
chr12,19158737,19159085,349,-,hg38,15,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr12-19159085,TRUE,PLEKHA5,+,FALSE,FALSE,0,SKP1P2,2168456,+,ETV6,7263682,+,WHOLE BLOOD
chr19,19180636,19180708,73,-,hg38,26,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr19-19180708,TRUE,"BORCS8-MEF2B,BORCS8","-,-",TRUE,TRUE,0,BORCS8-MEF2B,0,-,JUND,-899051,-,WHOLE BLOOD
chrY,19235147,19235220,74,-,hg38,147,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chrY-19235220,FALSE,TTTY14,-,FALSE,TRUE,-157672,P2RY8,-17698075,-,None.found,Inf,None.found,WHOLE BLOOD
chr12,19237064,19237200,137,+,hg38,122,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr12+19237064,TRUE,PLEKHA5,+,FALSE,TRUE,0,RECQL,2231844,-,ETV6,7341661,+,WHOLE BLOOD
chr7,19393734,19394092,359,-,hg38,3,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr7-19394092,FALSE,FERD3L,-,FALSE,TRUE,-248670,TWIST1,-276419,-,None.found,Inf,None.found,WHOLE BLOOD
chr21,19402494,19402526,33,+,hg38,190,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr21+19402494,FALSE,LINC01683,-,FALSE,FALSE,490783,MIR125B2,2812168,+,OLIG2,-13623412,+,WHOLE BLOOD
chr17,19661166,19661197,32,+,hg38,3,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr17+19661166,TRUE,ALDH3A2,+,TRUE,TRUE,0,MAPK7,277621,+,None.found,Inf,None.found,WHOLE BLOOD
chr21,19746397,19746952,556,-,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr21-19746952,FALSE,LINC01683,-,FALSE,TRUE,146325,MIR125B2,3156626,+,OLIG2,-13278954,+,WHOLE BLOOD
chr17,19819838,19819875,38,+,hg38,180,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr17+19819838,TRUE,ULK2,-,FALSE,FALSE,0,SPECC1,-189496,+,None.found,Inf,None.found,WHOLE BLOOD
chr7,19995006,19995168,163,+,hg38,16,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr7+19995006,TRUE,LOC101927668,-,FALSE,FALSE,-0,ABCB5,-620614,+,None.found,Inf,None.found,WHOLE BLOOD
chr17,20030186,20030219,34,-,hg38,169,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr17-20030219,TRUE,SPECC1,+,FALSE,FALSE,0,SPECC1,0,+,None.found,Inf,None.found,WHOLE BLOOD
chr22,20050912,20051243,332,+,hg38,15,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr22+20050912,TRUE,TANGO2,+,FALSE,TRUE,-0,SEPT5,327589,+,BCR,-3129451,+,WHOLE BLOOD
chr3,20087306,20087575,270,+,hg38,91,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr3+20087306,TRUE,KAT2B,+,FALSE,TRUE,0,SATB1,-1641717,-,None.found,Inf,None.found,WHOLE BLOOD
chr3,20153333,20153412,80,+,hg38,451,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr3+20153333,TRUE,KAT2B,+,TRUE,TRUE,-0,SATB1,-1707744,-,None.found,Inf,None.found,WHOLE BLOOD
chr17,20164663,20165028,366,+,hg38,14,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr17+20164663,TRUE,SPECC1,+,FALSE,TRUE,-0,SPECC1,-0,+,None.found,Inf,None.found,WHOLE BLOOD
chr12,20308510,20308818,309,-,hg38,4,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr12-20308818,FALSE,PDE3A,+,FALSE,FALSE,-60425,RECQL,1160090,-,ETV6,8413415,+,WHOLE BLOOD
chr2,20338290,20338555,266,-,hg38,3,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr2-20338555,TRUE,PUM2,-,FALSE,TRUE,0,RHOB,-108514,+,BCL11A,40112610,-,WHOLE BLOOD
chrY,20361944,20362027,84,-,hg38,102,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chrY-20362027,FALSE,TTTY10,-,FALSE,TRUE,103639,P2RY8,-18824882,-,None.found,Inf,None.found,WHOLE BLOOD
chr11,20444233,20444569,337,+,hg38,16,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr11+20444233,TRUE,PRMT3,+,FALSE,TRUE,0,HTATIP2,60449,+,LMO1,-12175597,-,WHOLE BLOOD
chr9,20459616,20459790,175,+,hg38,84,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr9+20459616,TRUE,MLLT3,-,FALSE,FALSE,-0,MLLT3,-0,-,JAK2,15331432,+,WHOLE BLOOD
chr21,20471628,20471697,70,+,hg38,14,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr21+20471628,FALSE,LINC02573,-,FALSE,FALSE,-212942,MIR125B2,3881302,+,OLIG2,-12554278,+,WHOLE BLOOD
chrX,20573454,20573600,147,+,hg38,161,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chrX+20573454,FALSE,RPS6KA3,-,FALSE,FALSE,-306821,EIF1AX,-431605,-,MTCP1,134490578,-,WHOLE BLOOD
chrX,20573454,20573645,192,+,hg38,144,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chrX+20573454,FALSE,RPS6KA3,-,FALSE,FALSE,-306821,EIF1AX,-431605,-,MTCP1,134490578,-,WHOLE BLOOD
chr6,20598592,20598832,241,-,hg38,130,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr6-20598832,TRUE,CDKAL1,+,FALSE,FALSE,0,E2F3,105117,+,BRD2,-12369826,+,WHOLE BLOOD
chr7,20611266,20611449,184,-,hg38,127,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr7-20611449,FALSE,ABCB5,+,FALSE,FALSE,-4171,ABCB5,-4171,+,None.found,Inf,None.found,WHOLE BLOOD
chr16,20713782,20714299,518,+,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16+20713782,FALSE,ACSM1,-,FALSE,FALSE,-15993,UQCRC2,-1239280,+,None.found,Inf,None.found,WHOLE BLOOD
chr16,20781358,20781451,94,-,hg38,2,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16-20781451,TRUE,"ACSM3,ERI2","+,-",FALSE,FALSE,-0,UQCRC2,-1171611,+,None.found,Inf,None.found,WHOLE BLOOD
chr16,20795540,20795922,383,+,hg38,8,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16+20795540,TRUE,"ACSM3,ERI2","+,-",FALSE,FALSE,0,UQCRC2,-1157522,+,None.found,Inf,None.found,WHOLE BLOOD
chr2,20799710,20799811,102,+,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr2+20799710,TRUE,LDAH,-,FALSE,FALSE,0,RHOB,350264,+,BCL11A,39651455,-,WHOLE BLOOD
chr1,21065565,21065769,205,+,hg38,66,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr1+21065565,TRUE,EIF4G3,-,FALSE,FALSE,0,CDA,446656,+,LCK,-11185672,+,WHOLE BLOOD
chr7,21486139,21486195,57,-,hg38,196,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr7-21486195,TRUE,SP4,+,FALSE,FALSE,-0,ABCB5,729180,+,None.found,Inf,None.found,WHOLE BLOOD
chr3,21565274,21565646,373,+,hg38,28,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr3+21565274,TRUE,"ZNF385D,ZNF385D-AS1","-,+",FALSE,FALSE,-0,SATB1,-3119685,-,None.found,Inf,None.found,WHOLE BLOOD
chr10,21600502,21600629,128,-,hg38,94,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr10-21600629,TRUE,MLLT10,+,FALSE,FALSE,0,MLLT10,0,+,MLLT10,0,+,WHOLE BLOOD
chr22,21623453,21623485,33,-,hg38,155,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr22-21623485,TRUE,UBE2L3,+,TRUE,FALSE,-0,MAPK1,136170,-,BCR,-1556878,+,WHOLE BLOOD
chrY,21683559,21683755,197,-,hg38,73,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chrY-21683755,FALSE,TTTY13,-,FALSE,TRUE,-89088,P2RY8,-20146610,-,None.found,Inf,None.found,WHOLE BLOOD
chr11,21747354,21747606,253,+,hg38,41,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr11+21747354,FALSE,NELL1,+,FALSE,TRUE,171667,FANCF,875177,-,LMO2,12111220,-,WHOLE BLOOD
chr8,21926590,21926723,134,-,hg38,200,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr8-21926723,TRUE,XPO7,+,FALSE,FALSE,0,EGR3,760936,-,MYC,-105808709,+,WHOLE BLOOD
chr16,22025089,22025293,205,-,hg38,32,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr16-22025293,TRUE,MOSMO,+,FALSE,FALSE,0,UQCRC2,41632,+,None.found,Inf,None.found,WHOLE BLOOD
chr14,22210585,22210730,146,+,hg38,128,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr14+22210585,FALSE,LOC105370401,-,FALSE,FALSE,168818,MMP14,-625946,+,TCL1A,73499380,-,WHOLE BLOOD
chr14,22459695,22459748,54,-,hg38,192,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr14-22459748,TRUE,LOC105370401,-,FALSE,TRUE,0,MMP14,-376783,+,TCL1A,73250217,-,WHOLE BLOOD
chr8,22470860,22470997,138,+,hg38,35,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr8+22470860,TRUE,PPP3CC,+,FALSE,TRUE,0,EGR3,216799,-,MYC,-105264572,+,WHOLE BLOOD
chr8,22485341,22485423,83,+,hg38,260,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr8+22485341,TRUE,PPP3CC,+,FALSE,TRUE,0,EGR3,202318,-,MYC,-105250091,+,WHOLE BLOOD
chr8,22613803,22614027,225,+,hg38,64,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr8+22613803,TRUE,CCAR2,+,FALSE,TRUE,-0,EGR3,73856,-,MYC,-105121629,+,WHOLE BLOOD
chr22,22718176,22718304,129,-,hg38,117,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr22-22718304,FALSE,GGTLC2,+,FALSE,FALSE,70405,BCR,-462059,+,BCR,-462059,+,WHOLE BLOOD
chr11,22953044,22953267,224,+,hg38,2,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr11+22953044,FALSE,CCDC179,-,FALSE,FALSE,-92617,FANCF,-327202,-,LMO2,10905530,-,WHOLE BLOOD
chr11,22977205,22977400,196,+,hg38,135,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr11+22977205,FALSE,CCDC179,-,FALSE,FALSE,-116778,FANCF,-351363,-,LMO2,10881369,-,WHOLE BLOOD
chr14,23031712,23032095,384,-,hg38,19,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr14-23032095,TRUE,PSMB5,-,FALSE,TRUE,0,MMP14,184494,+,TCL1A,72677870,-,WHOLE BLOOD
chr1,23122801,23123027,227,+,hg38,1,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr1+23122801,TRUE,LUZP1,-,FALSE,FALSE,-0,E2F2,383625,-,LCK,-9128436,+,WHOLE BLOOD
chr12,23246988,23247099,112,+,hg38,137,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr12+23246988,FALSE,LOC101928441,+,FALSE,TRUE,55400,SOX5,282514,-,ETV6,11351585,+,WHOLE BLOOD
chr21,23797121,23797551,431,+,hg38,5,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr21+23797121,FALSE,D21S2088E,-,FALSE,FALSE,-412285,ADAMTS1,3039164,-,OLIG2,-9228785,+,WHOLE BLOOD
chr1,23861395,23861809,415,+,hg38,4,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr1+23861395,TRUE,FUCA1,-,FALSE,FALSE,0,CNR2,12573,-,LCK,-8389842,+,WHOLE BLOOD
chr2,23867692,23867891,200,+,hg38,86,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr2+23867692,TRUE,ATAD2B,-,FALSE,FALSE,0,NCOA1,-716783,+,BCL11A,36583473,-,WHOLE BLOOD
chr1,23964689,23965107,419,-,hg38,6,p304002,GTSP5833-3,GTSP5833,UNS,0,0,Illumina,chr1-23965107,TRUE,SRSF10,-,TRUE,TRUE,-0,CNR2,-51779,-,LCK,-8286130,+,WHOLE BLOOD
